operator,name,provincia,addr:city,addr:street,addr:housenumber,lon,lat,addr:postcode,chiusura,note1,note2
3 M SRL,PANINOTECA,RM,Roma,Via Quintino Sella,53,12.4957291,41.9076898,00187,SABATO E DOMENICA,,
4.5 IL BISTROT SRL,4.5 IL BISTROT,RM,Roma,Viale America,3,12.4615623,41.8317475,00144,MAI,,
4.5 IL BISTROT SRL,4.5 IL BISTROT RISTORANTE,RM,Roma,Via Amsterdam,140,12.4495265,41.8231537,00144,DOMENICA,,
A E V SRL,BLACK DIAMOND CAFE',RM,Roma,Viale Beethoven,64/66,12.467229,41.8339338,00144,DOMENICA,,
A G SRLS,PRONTO CHEF,RM,Roma,Viale Città D'europa,630/632,12.448813,41.8212913,00144,MAI,,
A. E G. CAFFE' SAS DI ALLEGRINI ROBERTO S.A.S.,CAFFE TORRINO,RM,Roma,Piazzale Cina,55/56,12.4328406,41.8078666,00144,DOMENICA,,
A.E.M.M.A. SRL,IL CHICCO E IL CALICE,RM,Roma,Viale Europa,288,12.4691938,41.8308093,00144,DOMENICA,,
ABA SRL,IL GUSTO IN PIAZZA BAR,RM,Roma,Piazza Regina Margherita,25/26,12.5053962,41.9137054,00198,MAI,,
ACQUA E FARINA SRL,ALICE PIZZA,RM,Roma,Via Torre Di Mezzavia,35,12.5948862,41.8374253,00173,LUNEDI',,
ACRI CYSIVE SRL,L'INSALATA RICCA RISTORANTE,RM,Roma,Via Francesco Acri,50/52,12.4823937,41.8434096,00142,MAI,,
ADETA SRL,CONAD SUPERMERCATO,RM,Roma,Via Del Torraccio Di Torrenova,182/B,12.6278951,41.8666194,00133,DOMENICA,,
AELLE IN SRL,CRUCIANI GASTRONOMIA,RM,Roma,Piazzale Delle Provincie,14/16,12.521177137250914,41.909366500000004,00162,DOMENICA,,
AHMED KEDR,RE DELLA PIZZA TAVOLA CALDA PIZZERIA,RM,Roma,Via Domenico De Dominicis,1,12.5347767,41.9009277,00159,MAI,,
AIDA SRL,AIDA SUPERMERCATI,RM,Roma,Via Di Rocca Cencia,68,12.6949397,41.881937,00132,MAI,,
AIELLO DANIELE,BAR IL GALEONE,RM,Roma,Via Della Lega Lombarda,53,12.5253453,41.9085614,00162,DOMENICA,,
AL DISCO VOLANTE SRL,DISCO VOLANTE RISTORANTE,RM,Roma,Via Alessandria,50,12.5005346,41.9105957,00198,MAI,,
AL FORNO DELLA SOFFITTA SRL,AL FORNO DELLA SOFFITTA RISTORANTE PIZZERIA,RM,Roma,Via Piave,62/64,12.4219779,41.6581424,00187,MAI,,
AL SA ALIMENTARI SRL,CARREFOUR MARKET,RM,Roma,Viale Giulio Agricola,104/108,12.5606269,41.8546679,00174,MAI,,
ALBA SRL,CARREFOUR,RM,Roma,Via Francesco Carrara,28,12.4746954,41.9123859,00196,MAI,,
ALBA SRL,CARREFOUR,RM,Roma,Via Degli Orti Della Farnesina,83,12.4639611,41.9393964,00135,MAI,,
ALBA SRL,CARREFOUR EXPRESS,RM,Roma,Via Dei Cestari,42,12.47736,41.8969468,00186,MAI,,
ALBA SRL,CARREFOUR MARKET,RM,Roma,Via Cassia,764,12.4265864,41.9746287,00189,MAI,,
ALBA SRL,CARREFOUR EXPRESS,RM,Roma,Via Filippo Civinini,54,12.4813168,41.9247874,00197,MAI,,
ALBI SRLS,CAFE ROUGE,RM,Roma,Via Dell'Amba Aradam,19,12.5014101,41.8845867,00184,SABATO E DOMENICA,,
ALE E ALE STREET FOOD SRLS,ALE E ALE STREET FOOD FROM PUGLIA,RM,Roma,Via Del Gazometro,43255,12.4790154,41.8716321,00154,DOMENICA,,
ALEO R. G. & C. SAS,NATURAL BAR,RM,Roma,Viale Regina Margherita,167,12.5053302,41.9140578,00198,DOMENICA,,
ALEXANDER BAR SRL,ALEXANDER BAR,RM,Roma,Via Di Portonaccio,124,12.5345194,41.9074398,00159,DOMENICA,,
ALFA SRL,CONAD,RM,Roma,Via Marco Celio Rufo,22,12.5523963,41.8654506,00175,MAI,,
ALIMENTARI BORSIERI SAS PIERINI E. E C.,ALIMENTARI BORSIERI,RM,Roma,Via Pietro Borsieri,9/A/11,12.4613179,41.9130953,00195,DOMENICA,,
ALIMENTARI COLLATINA  SRL,IPERCARNI,RM,Roma,Viale Alessandrino,318,12.5801753,41.8721773,00172,MAI,,
ALIMENTARI DANDINI ARTURO SNC E C,CONAD,RM,Roma,Via Campi D'Annibale,110,12.7143518,41.7607926,00168,MAI,,
ALIMENTARI DI SANTE LUCA,ALIMENTARI DI SANTE LUCA,RM,Roma,Via Piero Foscari,111,12.5175988,41.9516195,00139,DOMENICA,,
ALIMENTARI EREDI SALVATORI GIOVANNI SAS,ALIMENTARI,RM,Roma,Viale Dei Salesiani,92/94,12.5667015,41.857446,00175,MAI,,
ALIMENTARI SANTECECCA,ALIMENTARI SANTECECCA,RM,Roma,Via Antonino Lo Surdo,23/A/B,12.4711217,41.8631259,00146,DOMENICA,,
ALIMENTARIA ST3 SRL,ALIMENTARIA ST3,RM,Roma,Via Di Casal Dei Pazzi,53,12.5693703,41.9275957,00156,DOMENICA,,
ALMA CATERING SRL,CAFFE' TORINO,RM,Roma,Via Torino,40/A,12.4955986,41.9014889,00184,SABATO E DOMENICA,,
AMADIO TIZIANO,MACELLERIA AMADIO,RM,Roma,Via Luciano Manara,43445,12.4703803,41.8879394,00153,SABATO E DOMENICA,,
AMG 2011 SRL,BAR DELLA RABBIA,RM,Roma,Via Imperatore Tiberio,109,,,00145,MAI,,
AMURA E CO SRL,RISTORANTE SUGHETTO,RM,Roma,Via Del Portico D'ottavia,1/C,12.4783778,41.8923774,00186,SABATO,,
ANDRACCHIO FRANCESCO,PASTICCERIA ANDRACCHIO BAR,RM,Roma,Via Alessandro Severo,224,12.4876164,41.8528984,00145,MAI,,
ANDRACCHIO GIUSEPPE CAFFE',CAFFE ANDRACCHIO,RM,Roma,Via Cornelio Magni,33/35,12.4974888,41.8653681,00147,DOMENICA,,
ANDRACCHIO GIUSEPPE CAFFE',BAR CAFFE' ANDRACCHIO,RM,Roma,Via Cristoforo Colombo,149,12.4945725,41.8571439,00147,DOMENICA,,
ANDREOTTI SRL,PASTICCERIA CAFFETTERIA ANDREOTTI,RM,Roma,Via Ostiense,54/B,12.4797813,41.8716985,00154,MAI,,
ANNA & GIPPO SNC,ALICE,RM,Roma,Via Palermo,46,12.4923408,41.8991009,00184,DOMENICA,,
ANNA MARIA BONVENTRE,AL 127 CAFFETTERIA,RM,Roma,Viale Giulio Cesare,127,12.4586746,41.9093489,00192,DOMENICA,,
ANTAKA DI MOHAMED A.M.,ANTAKA,RM,Roma,Via Aosta,11,12.5141944,41.8827088,00182,MAI,,
ANTICA BIRRERIA SRL,ANTICA BIRRERIA PERONI DAL 1906,RM,Roma,Via Di San Marcello,19,12.4824596,41.8987739,00187,DOMENICA,,
ANTONACCI MARCO,SAPORI DI UNA VOLTA,RM,Roma,Via Andrea Solario,64,12.4867442,41.8379542,00142,DOMENICA,,
ANTONINI LORENA,ANTONINI MARKET,RM,Roma,Via Monte Cervialto,7,12.5262362,41.9504979,00139,MAI,,
ANZ SRL,VINERIA ANZUINI,RM,Roma,Viale Europa,226/278,,,00144,DOMENICA,,
APPLE 299 SRLS,APPLE 299,RM,Roma,Viale Europa,299,12.4691938,41.8308093,00144,SABATO E DOMENICA,,
ARCA SRL,CAFFÈ BELSITO,RM,Roma,Via Rotterdam,43409,12.4535675,41.8205021,00144,DOMENICA,,
ARCO SRL,IPERTRISCOUNT,RM,Roma,Via Dell'Arco Di Travertino,88,12.534146,41.8650136,00178,MAI,,
ARMENIO SNC DI ARMENIO E C,CAFFE' PIAVE,RM,Roma,Via Piave,2/E,12.4219779,41.6581424,00187,MAI,,
AROMA EUR SRL,JUST CASINI,RM,Roma,Viale Della Civilta Del Lavoro,14/34,12.4676864,41.8361219,00144,MAI,,
AROMA EUR SRL,EUR CAFFE CASINI 2 BAR,RM,Roma,Via Chopin,27/33,12.4679361,41.8348906,00144,MAI,,
ARTE E SFIZIO SRL,ARTE E SFIZIO,RM,Roma,Via Sistina,14/A/D,12.4859016,41.9046819,00187,MAI,,
ASAR MOHAMED AYMAN,PIZZA IN RISTORANTE,RM,Roma,Viale Di Trastevere,100/102,12.4720747,41.886744,00153,MAI,,
ATLANTIDE SRL,GRAN CAFFE' LA CAFFETTIERA,RM,Roma,Piazza Di Pietra,65,12.4798402,41.9000357,00186,MAI,,
AUGUSTA SRL,KFC - KENTUCKY FRIED CHICKEN,RM,Roma,Via Collatina,858,12.6610072,41.9156089,00132,MAI,ROMA EST,
AZZURRA SRL,PEWEX SUPERMERCATO,RM,Roma,Via Simonetta Landucci Tosi,27,12.3978735,41.9588574,00135,MAI,C.C. GULLIVER,
AZZURRA SRL,PEWEX SUPERMERCATO,RM,Roma,Via Filippo Serafini,73,12.5746158,41.8616058,00173,MAI,,
B. & A. SRL,BURRO E ALICI PANINOTECA,RM,Roma,Via Mercede,34,12.4821672,41.903293,00187,DOMENICA,,
BAGHETTIAMO SRL,BAGHETTIAMO,RM,Roma,Via Toscana,40,12.4908031,41.9098917,00187,SABATO E DOMENICA,,
BAKERY ROMA SRLS,BAKERY,RM,Roma,Circonvallazione Ostiense,158,12.4934056,41.8673282,00154,MAI,,
BAR DEL MEF SRLS,BAR DEL MEF,RM,Roma,Via Pastrengo,1,10.208617,43.9281856,00185,SABATO E DOMENICA,,
BAR DELLA FONTE SRLS,BAR DELLA FONTE,RM,Roma,Via Andrea Meldola,186/188,12.507107,41.823513,00143,DOMENICA,,
BAR DELLE VILLE SAS,BAR DELLE VILLE,RM,Roma,Via Nomentana,303,12.5196043,41.9229722,00162,DOMENICA,,
BAR FRATELLI IACOVONE SNC DI IACOVONE,BAR FRATELLI,RM,Roma,Via Nomentana,99,12.5133326,41.917478,00161,DOMENICA,,
BAR GOITO SRLS DI NARDONE NICOLA,BAR GOITO,RM,Roma,Via Goito,31/33,12.4989209,41.9072304,00185,DOMENICA,,
BAR PRATI SNC DI G. ANGELONI E L. IACONI,PRATI BAR,RM,Roma,Via Silla,106/108,12.4602272,41.9068509,00192,DOMENICA,,
BAR SOLE & FIORE SRLS,BAR SOLE & FIORE,RM,Roma,Via Carlo Citerni,45/47,12.4931446,41.8679018,00154,DOMENICA,,
BAR TAVOLA CALDA ROMAGNOLI SRL,BAR TAVOLA CALDA,RM,Roma,Via Nizza,69 C/D,12.5002095,41.912433,00198,DOMENICA,,
BAR TORTORA SNC,TORTORA BAR,RM,Roma,Via Giandomenico Romagnosi,5,12.502125,41.6674505,00196,SABATO E DOMENICA,,
BARCOLLO SRL,BAR COLLO,RM,Roma,Viale Gino Cervi,14,12.5331772,41.9632348,00139,DOMENICA,,
BCL SAS DI LEONE FABIO & C,TAZZA D'ORO BAR,RM,Roma,Via Ostiense,133/C,12.4789164,41.8639051,00154,DOMENICA,,
BELLI RISTORAZIONE SRL,FUOCO,RM,Roma,Via Cicerone,34,12.4678864,41.9084113,00193,MAI,,
BEMA SRL,AL BELEGI BAR,RM,Roma,Via Duccio Di Buoninsegna,115,12.4900693,41.8297961,00142,DOMENICA,,
BENECASA SRL,SIMPLY MARKET,RM,Roma,Via Fabio Massimo,35/37,12.4622124,41.9088108,00192,MAI,,
BERNARDINI EZIO,CAFFE' BERNARDINI,RM,Roma,Piazza Ippolito Nievo,20,12.467085707648954,41.87970385,00153,MAI,,
BERNARDO ALESSANDRO,PIZZERIA GLI ARTISTI,RM,Roma,Via Salaria,121/F/G,12.4985167,41.9195328,00198,SABATO E DOMENICA,,
BEST FRIEND'S SRLS,INCONTRIAMOCI BAR,RM,Roma,Via Nomentana,335F,12.5196043,41.9229722,00162,DOMENICA,,
BEZZI PIZZA SNC DI MARCO BEZZI E ALESSANDRA BEZZI,BEZZI PIZZA RISTORANTE PIZZERIA,RM,Roma,Via Messina,23,12.5026515,41.9110535,00198,SABATO E DOMENICA,,
BIG VALE SRL,PIZZA CINQUE,RM,Roma,Via Cicerone,76,12.4678649,41.9082617,00193,MAI,,
BINARIO ZERO SRLS,BINARIO ZERO CAFFE' BAR,RM,Roma,Via Marsala,56,12.5041579,41.901252,00185,MAI,,
BINO SRL,IPERCARNI SUPERMERCATO,RM,Roma,Via Palombarense,565,12.6187733,41.9684004,00131,MAI,,
BINO SRL,IPERCARNI SUPERMERCATO,RM,Roma,Via Di Casal Del Marmo,329,12.396822299999997,41.9497935,00135,MAI,,
BIO SNACK SRL,BIO SNACK,RM,Roma,Via Della Scrofa,53,12.4748827,41.9001522,00186,MAI,,
BISTRO 72 SRLS,BAR DESAN,RM,Roma,Via Sicilia,149/151,12.4893577,41.9081518,00187,DOMENICA,,
BISTROT 36 DI GABRIELLI MARIO,BISTROT 36,RM,Roma,Via Leopoldo Traversi,17,12.4931446,41.8679018,00154,SABATO E DOMENICA,,
BLB SRL,PIZZERIA I SUPPLI',RM,Roma,Via Di San Francesco A Ripa,137,12.471737,41.8871251,00153,DOMENICA,,
BLOMMA SRL,CONAD SUPERMERCATO,RM,Roma,Via Tommaso Da Celano,78,12.5154678,41.8711875,00179,MAI,,
BOLOGNESI CRISTIANO,RISTORANTE DA MASSI,RM,Roma,Via Della Scala,34/A/B,12.4687216,41.8903798,00153,MAI,,
BORGONOVO SRL,PIZZERIA ALICE PIZZA,RM,Roma,Viale Regina Margherita,245,12.5053302,41.9140578,00198,DOMENICA,,
BORGOROSSO SRL,ALICE PIZZA,RM,Roma,Via Appia Nuova,450,12.5221156,41.874949,00181,MAI,,
BRADANINI RITA,ALIMENTARI,RM,Roma,Via Del Calice,35,12.5642814,41.8316419,00178,DOMENICA,,
BRICK SRL,CONAD SUPERMERCATO,RM,Roma,Via Cardinal Massimi,3,,,00167,MAI,,
BROTHERS DI LOMBARDO G.SNC,VAGABONDI IN MOTO CAFFE',RM,Roma,Via Ancona,45,12.501792,41.9099951,00198,MAI,,
BU.CA SRL,QUARTO,RM,Roma,Via Crescenzio,52,12.4659426,41.9055688,00193,MAI,,
BU.CA SRL,PORTO,RM,Roma,Via Crescenzio,56,12.4635335,41.9058688,00193,DOMENICA,,
BUCHETTO SRL,ROSSOPOMODORO RISTORANTE PIZZERIA,RM,Roma,Piazza Monte Grappa,1,12.4695852,41.9179588,00195,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Di Bravetta,403,12.4253329,41.8756424,00164,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Felice Bellotti,2,12.4405604,41.8571919,00151,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Igea,42,12.4424793,41.9347876,00135,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Di Torrevecchia,590,12.4110246,41.9225752,00168,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Di Torrevecchia,309/313,12.4128615,41.9239219,00168,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Pietro Maffi,114,12.4204038,41.9265568,00168,MAI,,
BUSCAINI ANGELO SRL,IPERFAMILY,RM,Roma,Via Di Torrevecchia,1050,12.40275195869216,41.91321055,00168,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Trionfale,8044,12.4277732,41.9373887,00135,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Portuense,265,12.4467389,41.8569599,00149,MAI,,
BUSCAINI ANGELO SRL,ALPIM,RM,Roma,Via Oderisi Da Gubbio,133,12.4652396,41.8653157,00146,MAI,,
BUSCAINI ANGELO SRL,PIM SUPERMERCATO,RM,Roma,Via Piedicavallo,37,12.3602893,41.923930150000004,00166,MAI,,
BUSCAINI SUPERMERCATI TRIONFALE SRL,AGORA' SUPERMERCATO,RM,Roma,Via Di Boccea,632/634,12.3874494,41.9140166,00166,MAI,,
BUSCAINI SUPERMERCATI TRIONFALE SRL,AGORA SUPERMERCATI,RM,Roma,Via T De Gubernatis Mannucci,SNC,12.4275535,41.9393085,00135,MAI,,
BUSCAINI SUPERMERCATI TRIONFALE SRL,AGORA SUPERMERCATI,RM,Roma,Via Gregorio Vii,218,12.4397948,41.8958826,00165,MAI,,
C.D.K. SRL,CARREFOUR EXPRES SUPERMERCATO,RM,Roma,Viale Cesare Pavese,282,12.4744966,41.817393,00144,MAI,,
C.D.K. SRL,CARREFOUR EXPRESS SUPERMERCATO,RM,Roma,Via Cesare Fracassini,62/66,12.4709377,41.9235994,00196,MAI,,
C.D.K. SRL,CARREFOUR EXPRESS,RM,Roma,Via Della Vite,54-55-56,12.4818422,41.9039075,00187,MAI,,
C.D.K. SRL,CARREFOUR EXPRESS SUPERMERCATO,RM,Roma,Via Cola Di Rienzo,173,12.4642224,41.9078607,00193,MAI,,
C.D.K. SRL,CARREFOUR EXPRESS SUPERMERCATO,RM,Roma,Via Del Biscione,79,12.4731553,41.895794,00186,MAI,,
C.D.K. SRL,CARREFOUR MARKET,RM,Roma,Via Del Teatro Di Marcello,2A/2B,12.4819025,41.8939672,00186,MAI,,
C.D.K. SRL,ARDEA SUPERMERCATO,RM,Roma,Via Reggio Emilia,88,12.5029981,41.9121665,00198,MAI,,
C.F.C.M. SRL,EUR CAFFE' CASINI 22,RM,Roma,Viale Della Civilta Del Lavoro,58/60,12.4676864,41.8361219,00144,SABATO E DOMENICA,,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Di Polletrara,47/49,12.3690976,41.9146869,00166,MAI,CASALOTTI,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Di Castel Fusano,36,12.313329,41.7331406,00124,MAI,,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Di Casal Palocco,121,12.3551635,41.7474576,00124,MAI,,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Domenico Falcioni,12,12.3904538,41.9975149,00123,MAI,,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Isole Del Capo Verde,22/26,12.2727971,41.7376548,00121,MAI,,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Bernardino Alimena,111,12.6078389,41.8479808,00173,MAI,CENTRO COMMERCIALE DOMUS,
C.R. MARKET SPA,CONAD TOR TRE TESTE SUPERMERCATO,RM,Roma,Via Francesco Tovaglieri,21/23,12.590911,41.8815752,00155,MAI,,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Casilina,1585/A,12.6086685,41.8640359,00133,MAI,,
C.R. MARKET SPA,CONAD SUPERMERCATO,RM,Roma,Via Ardeatina,850,12.5295573,41.8092814,00178,MAI,,
CAFFE' 46 SRLS,CAFFÈ' 46,RM,Roma,Via Savoia,8,12.5024534,41.9142103,00198,DOMENICA,,
CAFFE CLAUDIO SRL,IL TEMPIO DEL CAFFE BAR,RM,Roma,Viale Cesare Pavese,318/320,12.4744966,41.817393,00144,MAI,,
CAFFE' FLORIAN ROMA SRL,CAFFE' FLORIAN ROMA,RM,Roma,Via Giosuè Carducci,14,12.4941134,41.9062178,00187,SABATO E DOMENICA,,
CAFFE' ITALIANO SNC DI ALLETTO SALVATORE & C,CAFFE' ITALIANO,RM,Roma,Via Calabria,14,12.5607132,42.1186727,00187,DOMENICA,,
CAFFE' LA STELLA SRL,CAFFE' LA STELLA,RM,Roma,Piazzale Asia,21,12.4670397,41.8328749,00144,SABATO E DOMENICA,,
CAFFE NERO SAS DI MARIO ABATE & C.,BAR CAFFE' NERO,RM,Roma,Via Antonio Cantore,15,12.4636063,41.9186942,00195,MAI,,
CAFFE' POINT DI JIANG LINGUANG,CAFFE' POINT,RM,Roma,Via Mirandola,43/45,12.5244306,41.8828615,00182,MAI,,
CAFFE' TROMBETTA SPA,CTS SUPERMERCATO,RM,Roma,Via Gioberti,30/E/F/G,12.6822705,41.8081402,00185,MAI,,
CAFFE' TROMBETTA SPA,CTS SUPERMERCATI,RM,Roma,Via Cassia,340,12.4567055,41.9573649,00191,MAI,,
CAFFE' TROMBETTA SPA,CTS SUPERMERCATI,RM,Roma,Via Marsala,46,12.5031417,41.9019908,00185,MAI,,
CAFFE' TROMBETTA SPA,CTS SUPERMERCATI,RM,Roma,Via Andrea Millevoi,57,12.5186504,41.82234,00178,MAI,,
CAFFE' TROMBETTA SPA,CTS SUPERMERCATO,RM,Roma,Via Raffaele Conforti,95/97,12.4082634,41.8949241,00166,MAI,,
CAFFE' TROMBETTA SPA,CTS SUPERMERCATO,RM,Roma,Via Cechov,76,12.5074178,41.8392559,00142,MAI,,
CAFFE' TROMBETTA SPA,CTS SUPERMERCATI,RM,Roma,Via Tiburtina,872,12.534006,41.9081397,00159,MAI,,
CAFFEINA S.R.L.,CAFFEINA,RM,Roma,Via Giambattista Vico,44 A/B,12.4745773,41.912692,00196,DOMENICA,,
CAFFETTERIA POTA DI POTA VALERIO,CAFFETTERIA POTA,RM,Roma,Via Angelo Bargoni,80/84,12.4691019,41.8809892,00153,SABATO,,
CAFFETTERIA SRL,DIESIS CAFFE',RM,Roma,Via Gabriello Chiabrera,158,12.4793762,41.8542127,00145,DOMENICA,,
CALVANI EDOARDO,BAR TAVOLA CALDA CALVANI,RM,Roma,Via Tiburtina,731/735,12.534006,41.9081397,00159,DOMENICA,,
CAMMARANO PIETRO,GROTTA AZZURRA RISTORANTE PIZZERIA,RM,Roma,Via Cicerone,62/A,12.4678864,41.9084113,00193,MAI,,
CAPSAICINA SRLS,BAGEL PLUS,RM,Roma,Via Ancona,28,12.501792,41.9099951,00198,DOMENICA,,
CARBO SRLS,BAR CONCA D'ORO,RM,Roma,Via Conca D'oro,234,12.5218714,41.9420405,00141,DOMENICA,,
CAROTTI ANTONIETTA,BAR,RM,Roma,Via Dei Sommozzatori,10,12.4814222,41.8222131,00143,DOMENICA,,
CASOLI GIOVANNI SAS DI CASOLI GIOVANNI E C.,DELICATEZZE ARTIGIANALI GASTRONOMIA,RM,Roma,Via Sampiero Di Bastelica,31,12.5387182,41.8906341,00176,DOMENICA,,
CASTRONI A VIA CATANIA SRL,CASTRONI A VIA CATANIA,RM,Roma,Via Catania,54/56,12.5172221,41.910535,00161,DOMENICA,,
CAVALIERE VINCENZO GERARDO,PIZZERIA PALINURO,RM,Roma,Via Delle Vigne Nuove,604,12.5355308,41.9640846,00139,MAI,,
CD 24121 SRL,PEWEX SUPERMERCATO,RM,Roma,Via Del Serafico,220,12.4908341,41.8307928,00142,MAI,,
CD 24121 SRL,PEWEX MARKET,RM,Roma,Via Umberto Barbaro,24,12.5384337,41.9587264,00139,MAI,,
CDR 200 SRL,FRANCHI,RM,Roma,Via Cola Di Rienzo,200/204,12.4652093,41.9079707,00192,MAI,,
CE.PAS. SRL,DEM SUPERMERCATI,RM,Roma,Via Cesare Pascarella,20,12.4673869,41.8766864,00153,MAI,,
CE.PAS. SRL,DEM SUPERMERCATI,RM,Roma,Via Di Casal Selce,296,12.3414334,41.8985135,00166,MAI,,
CENSONI FABIO,PIZZERIA LE PIAZZETTE,RM,Roma,Via Donato Menichella,166,12.5891197,41.9464242,00156,DOMENICA,,
CENTRALMARKET DUE SRL,CARREFOUR MARKET,RM,Roma,Via Anagnina,395,12.6332776,41.805936,00118,MAI,,
CENTRO FOOD SRL,PANICUNZATO,RM,Roma,Viale Della Primavera,194,12.56021802263739,41.88211365,00172,MAI,CENTRO COMMERCIALE PRIMAVERA,
CERASARI SNC DI ENRICO E LAVINIA CERASARI,BAR GASTRONOMIA,RM,Roma,Via Salaria,288,12.5085917,41.9390045,00199,DOMENICA,,
CERNAIA SRL,RE BASILICO,RM,Roma,Via Cernaia,16,12.5005858,41.906848,00185,MAI,,
CFINANCIAL SRL,SICILY EAT,RM,Roma,Viale Dell'Oceano Pacifico,83,12.45950934721992,41.817101550000004,00144,MAI,CC EUROMA2,
CHANG CHENG DI CHEN YU,RISTORANTE CINESE,RM,Roma,Viale Vega,22,12.2935117,41.7272522,00122,MAI,,
CHEZ LES AMIS SRL,CHEZ LES AMIS RISTORANTE,RM,Roma,Via Quintino Sella,35,12.4957291,41.9076898,00187,SABATO E DOMENICA,,
CHIPS SRLS,PETERLAND,RM,Roma,Via Di S Giovanni In Laterano,54,12.4967729,41.8893366,00184,MAI,,
CHU TIY MARIE ODILE,BASILLICO,RM,Roma,Via Nomentana,46/48,12.5133326,41.917478,00161,MAI,,
CIAMARRA ALFREDO,PIZZA E KEBAB,RM,Roma,Via Pietro Cossa,52,12.4722455,41.9067057,00193,DOMENICA,,
CIEMME SNC DI CARLO ALFONZI E MATTEO VERTICCHIO,LA VONGOLA VORACE,RM,Roma,Largo Luigi Antonelli,15,12.4845302,41.8510301,00145,DOMENICA,,
CINQUE PANZEROTTI SRL,MATO',RM,Roma,Via Lorenzo Il Magnifico,26,12.5216843,41.9131668,00162,MAI,,
CINQUE PANZEROTTI SRL,MATO',RM,Roma,Via Venti Settembre,41,12.4956205,41.9052704,00187,MAI,,
CINQUE PANZEROTTI SRL,MATO',RM,Roma,Via Napoli,50,12.49324,41.9015497,00184,MAI,,
CINQUE PANZEROTTI SRL,MATO',RM,Roma,Viale Eritrea,108,12.5158881,41.9269385,00199,MAI,,
CINQUEG S.R.L.,TRICOLORE,RM,Roma,Via Germanico,43286,12.4609091,41.9084867,00192,DOMENICA,,
CIRILLO CESARE,MADE IN SUD,RM,Roma,Via Massaciuccoli,81,12.51485,41.9262903,00199,DOMENICA,,
COLACARNI SRLS,ECCE VINUM,RM,Roma,Via Cherso,152,12.5572255,41.8956424,00177,DOMENICA,,
COLASANTI MAURO,MACELLERIA COLASANTI,RM,Roma,Via Cherso,142/144,12.5572255,41.8956424,00177,MAI,,
COLOMBIA BAR SNC DI DI STEFANO DAVIDE & C.,COLOMBIA BAR,RM,Roma,Via Flavia,54,12.4967995,41.9068305,00187,SABATO E DOMENICA,,
CONSORZIO ORGOGLIO AQUILANO,BAR,RM,Roma,Lungotevere Ripa,1,12.4780076,41.8890682,00153,SABATO E DOMENICA,,
CONSORZIO ORGOGLIO AQUILANO,BAR,RM,Roma,Viale Giorgio Ribotta,5,12.4587433,41.8202225,00144,SABATO E DOMENICA,,
CORTE STEFANIA,PIADATIME,RM,Roma,Via Pietro Felter,13,12.4930411,41.8684796,00154,DOMENICA,,
D' ALFONSO LEANDRO E C SAS,BAR IL CAFFETTINO,RM,Roma,Via Della Moletta,27,12.4855491,41.8690636,00154,DOMENICA,,
D.S. BISTRO SRLS,DESAINT BON BISTRO,RM,Roma,Via Simone Da Saint Bon,27,12.4564982,41.9126419,00185,DOMENICA,,
DA LIVIO RISTORANTE LA CANTINOLA DI CANCEDDA LIVIO,RISTORANTE LA CANTINOLA,RM,Roma,Via Calabria,16/18,12.5607132,42.1186727,00187,DOMENICA,,
DA.FRA. SRL,BARGONI BAR,RM,Roma,Via Angelo Bargoni,38809,12.4691019,41.8809892,00153,SABATO,,
DA.MI. SRLS,LE CARAVELLE CAFFE' BISTROT,RM,Roma,Via Cristoforo Colombo,446,12.4881096,41.8526741,00145,DOMENICA,,
DANICAR GROUP SRL,TUTTOMARKET,RM,Roma,Via Scarpanto,5,12.5268239,41.9467507,00139,MAI,,
DANIEL DE STEFANIS,PASTA ALL'UOVO,RM,Roma,Via Gerolamo Cardano,50,12.4683476,41.8634439,00146,DOMENICA POMERIGGIO,,
DANIELE MARCHETTI,IL GUSTO DELL'IMPERATORE,RM,Roma,Via Imperatore Tiberio,59,12.483494,41.8510623,00145,SABATO E DOMENICA,,
DAPA DRINK SRL,CHUPITO BAR,RM,Roma,Via Gabriello Chiabrera,170,12.4793762,41.8542127,00145,DOMENICA,,
